PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued,TASK_CODE,TASK_DESC,RESULT_CODE,RESULT_DESC,Task_Complete_Date
2020046718,CARN,Building Residential - New,CAA01R301,Single Family Residence,337948.66,3072.00,DONE,07-28-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-30-2020
2020046479,CARN,Building Residential - New,CAA01R301,Single Family Residence,201787.18,1902.00,ISSUE,07-27-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-28-2020
2020046479,CARN,Building Residential - New,CAA01R301,Single Family Residence,201787.18,1902.00,ISSUE,07-27-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-30-2020
2020046477,CARN,Building Residential - New,CAA01R301,Single Family Residence,347131.40,3170.00,ISSUE,07-27-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-30-2020
2020046477,CARN,Building Residential - New,CAA01R301,Single Family Residence,347131.40,3170.00,ISSUE,07-27-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-28-2020
2020046349,CARN,Building Residential - New,CAA01R301,Single Family Residence,425573.68,3817.00,DONE,07-27-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-28-2020
2020046349,CARN,Building Residential - New,CAA01R301,Single Family Residence,425573.68,3817.00,DONE,07-27-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-30-2020
2020043699,CARN,Building Residential - New,CAA01R301,Single Family Residence,233405.34,2241.00,DONE,07-15-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020043699,CARN,Building Residential - New,CAA01R301,Single Family Residence,233405.34,2241.00,DONE,07-15-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-10-2020
2020043702,CARN,Building Residential - New,CAA01R301,Single Family Residence,233405.34,2241.00,DONE,07-15-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020043702,CARN,Building Residential - New,CAA01R301,Single Family Residence,233405.34,2241.00,DONE,07-15-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-10-2020
2020043695,CARN,Building Residential - New,CAA01R301,Single Family Residence,234564.54,2265.00,DONE,07-15-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020043695,CARN,Building Residential - New,CAA01R301,Single Family Residence,234564.54,2265.00,DONE,07-15-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-10-2020
2020039703,CARN,Building Residential - New,CAA01R301,Single Family Residence,370681.50,3348.00,DONE,06-26-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,06-29-2020
2020039703,CARN,Building Residential - New,CAA01R301,Single Family Residence,370681.50,3348.00,DONE,06-26-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-30-2020
2020039701,CARN,Building Residential - New,CAA01R301,Single Family Residence,370681.50,3348.00,DONE,06-26-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-30-2020
2020039701,CARN,Building Residential - New,CAA01R301,Single Family Residence,370681.50,3348.00,DONE,06-26-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,06-29-2020
2020047596,CACR,Building Commercial - Rehab,CAF19A203,Restaurant (Full Service),20000.00,0.00,ISSUE,07-31-2020,08-11-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-31-2020
2020040657,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,91769.00,0.00,ISSUE,06-30-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-01-2020
2020043066,CACR,Building Commercial - Rehab,CAF18B008,"Personal Care Svcs, Dry Clean & Laundry",50000.00,0.00,DONE,07-13-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-20-2020
2020043381,CARN,Building Residential - New,CAA01R301,Single Family Residence,271173.14,2585.00,ISSUE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020043381,CARN,Building Residential - New,CAA01R301,Single Family Residence,271173.14,2585.00,ISSUE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020043402,CARN,Building Residential - New,CAA01R301,Single Family Residence,316862.28,3167.00,ISSUE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020043402,CARN,Building Residential - New,CAA01R301,Single Family Residence,316862.28,3167.00,ISSUE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020043403,CARN,Building Residential - New,CAA01R301,Single Family Residence,316862.28,3167.00,DONE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020043403,CARN,Building Residential - New,CAA01R301,Single Family Residence,316862.28,3167.00,DONE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020043406,CARN,Building Residential - New,CAA01R301,Single Family Residence,280998.76,2799.00,DONE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020043406,CARN,Building Residential - New,CAA01R301,Single Family Residence,280998.76,2799.00,DONE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020043409,CARN,Building Residential - New,CAA01R301,Single Family Residence,273468.86,2628.00,DONE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020043409,CARN,Building Residential - New,CAA01R301,Single Family Residence,273468.86,2628.00,DONE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020043411,CARN,Building Residential - New,CAA01R301,Single Family Residence,302076.60,2879.00,DONE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020043411,CARN,Building Residential - New,CAA01R301,Single Family Residence,302076.60,2879.00,DONE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020046141,CARN,Building Residential - New,CAA01R301,Single Family Residence,289113.72,2742.00,ISSUE,07-27-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020046141,CARN,Building Residential - New,CAA01R301,Single Family Residence,289113.72,2742.00,ISSUE,07-27-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-28-2020
2020046142,CARN,Building Residential - New,CAA01R301,Single Family Residence,345783.62,2979.00,DONE,07-27-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-28-2020
2020046142,CARN,Building Residential - New,CAA01R301,Single Family Residence,345783.62,2979.00,DONE,07-27-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020046144,CARN,Building Residential - New,CAA01R301,Single Family Residence,255149.86,2513.00,DONE,07-27-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-28-2020
2020046144,CARN,Building Residential - New,CAA01R301,Single Family Residence,255149.86,2513.00,DONE,07-27-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020046146,CARN,Building Residential - New,CAA01R301,Single Family Residence,273468.86,2628.00,DONE,07-27-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020046146,CARN,Building Residential - New,CAA01R301,Single Family Residence,273468.86,2628.00,DONE,07-27-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-28-2020
2020043398,CARN,Building Residential - New,CAA01R301,Single Family Residence,303531.48,2891.00,DONE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020043398,CARN,Building Residential - New,CAA01R301,Single Family Residence,303531.48,2891.00,DONE,07-14-2020,08-12-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020011714,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",311151.95,2305.00,ISSUE,02-24-2020,08-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,04-08-2020
2020011714,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",311151.95,2305.00,ISSUE,02-24-2020,08-13-2020,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,02-26-2020
2019076675,CACT,Building Commercial - Tenant Finish Out,CAF19A203,Restaurant (Full Service),175142.00,2200.00,DONE,12-16-2019,08-13-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-17-2019
2020041734,CARN,Building Residential - New,CAA01R301,Single Family Residence,270000.00,270000.00,DONE,07-06-2020,08-13-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-10-2020
2020041734,CARN,Building Residential - New,CAA01R301,Single Family Residence,270000.00,270000.00,DONE,07-06-2020,08-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-31-2020
2020041738,CARN,Building Residential - New,CAA01R301,Single Family Residence,272459.00,272459.00,ISSUE,07-06-2020,08-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-31-2020
2020041738,CARN,Building Residential - New,CAA01R301,Single Family Residence,272459.00,272459.00,ISSUE,07-06-2020,08-13-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-10-2020
2020041735,CARN,Building Residential - New,CAA01R301,Single Family Residence,298133.00,298133.00,DONE,07-06-2020,08-13-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-10-2020
2020041735,CARN,Building Residential - New,CAA01R301,Single Family Residence,298133.00,298133.00,DONE,07-06-2020,08-13-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-31-2020
2020048158,CACN,Building Commercial - New,CAH01M001,"Building Contractor Supply, Retail",20000.00,0.00,ISSUE,08-04-2020,08-14-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-04-2020
2019078375,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),450000.00,0.00,DONE,12-26-2019,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,12-26-2019
2020046475,CARN,Building Residential - New,CAA01R301,Single Family Residence,347131.40,3170.00,ISSUE,07-27-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-28-2020
2020046475,CARN,Building Residential - New,CAA01R301,Single Family Residence,347131.40,3170.00,ISSUE,07-27-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-30-2020
2020045208,CARN,Building Residential - New,CAA01R301,Single Family Residence,303531.48,2891.00,DONE,07-22-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020045208,CARN,Building Residential - New,CAA01R301,Single Family Residence,303531.48,2891.00,DONE,07-22-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-23-2020
2020045209,CARN,Building Residential - New,CAA01R301,Single Family Residence,303531.48,2891.00,DONE,07-22-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-23-2020
2020045209,CARN,Building Residential - New,CAA01R301,Single Family Residence,303531.48,2891.00,DONE,07-22-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020049387,CARN,Building Residential - New,CAA01R301,Single Family Residence,304980.48,2921.00,DONE,08-10-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020049387,CARN,Building Residential - New,CAA01R301,Single Family Residence,304980.48,2921.00,DONE,08-10-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-10-2020
2020049386,CARN,Building Residential - New,CAA01R301,Single Family Residence,271173.14,2585.00,DONE,08-10-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020049386,CARN,Building Residential - New,CAA01R301,Single Family Residence,271173.14,2585.00,DONE,08-10-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-10-2020
2020049385,CARN,Building Residential - New,CAA01R301,Single Family Residence,334224.80,3084.00,DONE,08-10-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-10-2020
2020049385,CARN,Building Residential - New,CAA01R301,Single Family Residence,334224.80,3084.00,DONE,08-10-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020049381,CARN,Building Residential - New,CAA01R301,Single Family Residence,271173.14,2585.00,DONE,08-10-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-11-2020
2020049381,CARN,Building Residential - New,CAA01R301,Single Family Residence,271173.14,2585.00,DONE,08-10-2020,08-18-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-10-2020
2020050398,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",8114.40,168.00,DONE,08-13-2020,08-19-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,08-17-2020
2020031724,CACR,Building Commercial - Rehab,CAB03I402,Day Care Center (Up To 75) - Child Care,1000.00,0.00,DONE,05-21-2020,08-19-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,05-21-2020
2020041148,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",161000.00,0.00,DONE,07-02-2020,08-20-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-06-2020
2020007425,CACH,Building Commercial - Shell,CAF20M001,"Retail, Department / Retail Stores",629318.40,8760.00,ISSUE,02-04-2020,08-20-2020,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,02-04-2020
2020007425,CACH,Building Commercial - Shell,CAF20M001,"Retail, Department / Retail Stores",629318.40,8760.00,ISSUE,02-04-2020,08-20-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,07-22-2020
2020042012,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",85000.00,0.00,DONE,07-07-2020,08-20-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-07-2020
2020037791,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",999133.20,14430.00,DONE,06-18-2020,08-20-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,06-18-2020
2020028329,CACR,Building Commercial - Rehab,CAF18B012,"Personal Care Svcs, Hair/ Nail Salon",98000.00,0.00,DONE,05-06-2020,08-20-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,05-07-2020
2019075501,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),565000.00,0.00,ISSUE,12-10-2019,08-21-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,03-18-2020
2020031422,CACL,Building Commercial Rehab Storm Damage,CAF20M001,"Retail, Department / Retail Stores",500000.00,0.00,DONE,05-20-2020,08-24-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,05-20-2020
2020047054,CARN,Building Residential - New,CAA01R301,Single Family Residence,263379.48,2626.00,DONE,07-29-2020,08-25-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-29-2020
2020047054,CARN,Building Residential - New,CAA01R301,Single Family Residence,263379.48,2626.00,DONE,07-29-2020,08-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-24-2020
2020047057,CARN,Building Residential - New,CAA01R301,Single Family Residence,263379.48,2626.00,DONE,07-29-2020,08-25-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-29-2020
2020047057,CARN,Building Residential - New,CAA01R301,Single Family Residence,263379.48,2626.00,DONE,07-29-2020,08-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-24-2020
2020010728,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",3269355.20,27848.00,ISSUE,02-19-2020,08-25-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-19-2020
2020024646,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",208278.00,5320.00,DONE,04-20-2020,08-25-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,04-20-2020
2020047337,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",18354.00,380.00,DONE,07-30-2020,08-25-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-30-2020
2020033218,CACT,Building Commercial - Tenant Finish Out,CAE04B016,"Medical Office, Professional Services",608110.49,9113.00,DONE,05-28-2020,08-25-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,06-01-2020
2020046920,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,15000.00,0.00,ISSUE,07-29-2020,08-25-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,08-03-2020
2020051597,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,100000.00,0.00,ISSUE,08-18-2020,08-26-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-19-2020
2020051686,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",12558.00,260.00,DONE,08-19-2020,08-26-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-24-2020
2020051686,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",12558.00,260.00,DONE,08-19-2020,08-26-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-25-2020
2020043039,CACL,Building Commercial Rehab Storm Damage,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",900766.66,0.00,ISSUE,07-13-2020,08-26-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-16-2020
2020049596,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,512000.00,0.00,ISSUE,08-10-2020,08-28-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-10-2020
2020021895,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",69023.36,1136.00,DONE,04-07-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,04-07-2020
2020038393,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",3472629.20,52040.00,ISSUE,06-22-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,06-22-2020
2020034764,CARN,Building Residential - New,CAA01R301,Single Family Residence,291099.76,2691.00,DONE,06-04-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-27-2020
2020034764,CARN,Building Residential - New,CAA01R301,Single Family Residence,291099.76,2691.00,DONE,06-04-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,06-05-2020
2020033879,CARN,Building Residential - New,CAA01R301,Single Family Residence,269104.22,2592.00,DONE,06-02-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-27-2020
2020033879,CARN,Building Residential - New,CAA01R301,Single Family Residence,269104.22,2592.00,DONE,06-02-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,06-02-2020
2020033877,CARN,Building Residential - New,CAA01R301,Single Family Residence,269104.22,2592.00,DONE,06-02-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,06-02-2020
2020033877,CARN,Building Residential - New,CAA01R301,Single Family Residence,269104.22,2592.00,DONE,06-02-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-27-2020
2020034775,CARN,Building Residential - New,CAA01R301,Single Family Residence,291099.76,2691.00,DONE,06-04-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,06-05-2020
2020034775,CARN,Building Residential - New,CAA01R301,Single Family Residence,291099.76,2691.00,DONE,06-04-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-27-2020
2020033875,CARN,Building Residential - New,CAA01R301,Single Family Residence,269104.22,2592.00,DONE,06-02-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-27-2020
2020033875,CARN,Building Residential - New,CAA01R301,Single Family Residence,269104.22,2592.00,DONE,06-02-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,06-02-2020
2020034778,CARN,Building Residential - New,CAA01R301,Single Family Residence,346617.04,3256.00,DONE,06-04-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,06-05-2020
2020034778,CARN,Building Residential - New,CAA01R301,Single Family Residence,346617.04,3256.00,DONE,06-04-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-27-2020
2020033870,CARN,Building Residential - New,CAA01R301,Single Family Residence,269104.22,2592.00,DONE,06-02-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-27-2020
2020033870,CARN,Building Residential - New,CAA01R301,Single Family Residence,269104.22,2592.00,DONE,06-02-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,06-02-2020
2020032244,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",1069338.00,0.00,DONE,05-26-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,05-26-2020
2020036084,CACL,Building Commercial Rehab Storm Damage,CAF20M001,"Retail, Department / Retail Stores",400000.00,0.00,ISSUE,06-11-2020,08-31-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,06-11-2020
2020047610,CARN,Building Residential - New,CAA01R301,Single Family Residence,275388.96,2630.00,DONE,07-31-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-31-2020
2020047610,CARN,Building Residential - New,CAA01R301,Single Family Residence,275388.96,2630.00,DONE,07-31-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020047609,CARN,Building Residential - New,CAA01R301,Single Family Residence,262738.56,2504.00,DONE,07-31-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-31-2020
2020047609,CARN,Building Residential - New,CAA01R301,Single Family Residence,262738.56,2504.00,DONE,07-31-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020047608,CARN,Building Residential - New,CAA01R301,Single Family Residence,267182.16,2596.00,DONE,07-31-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020047608,CARN,Building Residential - New,CAA01R301,Single Family Residence,267182.16,2596.00,DONE,07-31-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-31-2020
2020047605,CARN,Building Residential - New,CAA01R301,Single Family Residence,308610.82,2972.00,ISSUE,07-31-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020047605,CARN,Building Residential - New,CAA01R301,Single Family Residence,308610.82,2972.00,ISSUE,07-31-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-31-2020
2020047224,CARN,Building Residential - New,CAA01R301,Single Family Residence,295415.26,2803.00,DONE,07-30-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020047224,CARN,Building Residential - New,CAA01R301,Single Family Residence,295415.26,2803.00,DONE,07-30-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-30-2020
2020047222,CARN,Building Residential - New,CAA01R301,Single Family Residence,261948.96,2465.00,DONE,07-30-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-30-2020
2020047222,CARN,Building Residential - New,CAA01R301,Single Family Residence,261948.96,2465.00,DONE,07-30-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020047220,CARN,Building Residential - New,CAA01R301,Single Family Residence,261948.96,2465.00,DONE,07-30-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020047220,CARN,Building Residential - New,CAA01R301,Single Family Residence,261948.96,2465.00,DONE,07-30-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-30-2020
2020047219,CARN,Building Residential - New,CAA01R301,Single Family Residence,267686.72,2540.00,DONE,07-30-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020047219,CARN,Building Residential - New,CAA01R301,Single Family Residence,267686.72,2540.00,DONE,07-30-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-30-2020
2020045951,CARN,Building Residential - New,CAA01R301,Single Family Residence,338213.12,3230.00,DONE,07-24-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020045951,CARN,Building Residential - New,CAA01R301,Single Family Residence,338213.12,3230.00,DONE,07-24-2020,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-27-2020
2019038445,CACT,Building Commercial - Tenant Finish Out,CAF14R102,Hotel / Motel,0.00,0.00,ISSUE,06-27-2019,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,04-27-2020
2019038445,CACT,Building Commercial - Tenant Finish Out,CAF14R102,Hotel / Motel,0.00,4412.00,ISSUE,06-27-2019,09-02-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,04-27-2020
2020012077,CACT,Building Commercial - Tenant Finish Out,CAF30A203,Restaurant (Fast Food),94057.95,1407.00,DONE,02-25-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,02-26-2020
2020041533,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",787800.00,0.00,DONE,07-06-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-06-2020
2020045028,CARN,Building Residential - New,CAA01R301,Single Family Residence,312605.72,2949.00,ISSUE,07-21-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-21-2020
2020045028,CARN,Building Residential - New,CAA01R301,Single Family Residence,312605.72,2949.00,ISSUE,07-21-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-31-2020
