PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued
2020033263,CARN,Building Residential - New,CAA01R301,Single Family Residence,264788.16,2184,DONE,5/28/2020,7/14/2020
2020033265,CARN,Building Residential - New,CAA01R301,Single Family Residence,281034.32,2318,DONE,5/28/2020,7/14/2020
2020043452,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,4000,0,ISSUE,7/14/2020,7/14/2020
2020027056,CACS,Building Commercial New Storm Damage,CAH10S001,"Warehouse, Storage S-1",1700000,0,ISSUE,4/29/2020,7/14/2020
2020040613,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,50000,0,ISSUE,6/30/2020,7/14/2020
2020040639,CARN,Building Residential - New,CAA01R301,Single Family Residence,318063.2,2840,ISSUE,6/30/2020,7/14/2020
2020040643,CARN,Building Residential - New,CAA01R301,Single Family Residence,318063.2,2840,ISSUE,6/30/2020,7/14/2020
2020026435,CARN,Building Residential - New,CAA01R301,Single Family Residence,165128.88,1362,DONE,4/27/2020,7/14/2020
2020039574,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,32000,0,ISSUE,6/25/2020,7/14/2020
2020040340,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,76838.9,315,ISSUE,6/29/2020,7/14/2020
2020035475,CARN,Building Residential - New,CAA01R301,Single Family Residence,206350.48,1702,DONE,6/9/2020,7/15/2020
2020041159,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",23184,480,DONE,7/2/2020,7/15/2020
2020026853,CARN,Building Residential - New,CAA01R301,Single Family Residence,733388.6,7588,ISSUE,4/29/2020,7/15/2020
2020043531,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,123600,0,ISSUE,7/14/2020,7/15/2020
2020041531,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,75000,0,ISSUE,7/6/2020,7/15/2020
2020040607,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,59529,0,DONE,6/30/2020,7/15/2020
2020037392,CARN,Building Residential - New,CAA01R301,Single Family Residence,341082.56,3303,DONE,6/17/2020,7/15/2020
2020037397,CARN,Building Residential - New,CAA01R301,Single Family Residence,341082.56,3303,DONE,6/17/2020,7/15/2020
2020041200,CACR,Building Commercial - Rehab,CAE05B012,"Medical/Sci Lab, Labs, Testing/ Research",225000,0,DONE,7/2/2020,7/15/2020
2020034695,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",18837,780,ISSUE,6/4/2020,7/15/2020
2020040300,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,23000,0,ISSUE,6/29/2020,7/15/2020
2020039107,CARA,Building Residential - Addition,CAA04R301,Mobile Home Dwelling,15939,330,ISSUE,6/24/2020,7/15/2020
2020038170,CARN,Building Residential - New,CAA01R301,Single Family Residence,323922.2,2916,DONE,6/19/2020,7/15/2020
2020038165,CARN,Building Residential - New,CAA01R301,Single Family Residence,327074.44,2942,DONE,6/19/2020,7/15/2020
2020036363,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",172515.21,1499,DONE,6/12/2020,7/15/2020
2020019011,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",275000,0,DONE,3/24/2020,7/15/2020
2020042530,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",8000,0,ISSUE,7/9/2020,7/15/2020
2020022080,CACN,Building Commercial - New,CAF03S002,Automobile Parking - Structure,14086388.18,137321,ISSUE,4/7/2020,7/15/2020
2020037888,CARN,Building Residential - New,CAA01R301,Single Family Residence,275778.02,2481,DONE,6/18/2020,7/15/2020
2020042252,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",16228.8,336,ISSUE,7/8/2020,7/15/2020
2020037068,CARN,Building Residential - New,CAA01R301,Single Family Residence,328709.78,2997,DONE,6/16/2020,7/15/2020
2020037076,CARN,Building Residential - New,CAA01R301,Single Family Residence,328709.78,2997,DONE,6/16/2020,7/15/2020
2020033677,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,114492,800,ISSUE,6/1/2020,7/16/2020
2020038757,CARA,Building Residential - Addition,CAA14U011,"Accessory Structure, Shed / Storage Bldg",3345,0,ISSUE,6/23/2020,7/16/2020
2020042296,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,10000,0,ISSUE,7/8/2020,7/16/2020
2020040840,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",30000,0,DONE,7/1/2020,7/16/2020
2020004494,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),289681,0,ISSUE,1/22/2020,7/16/2020
2020039741,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,108418.24,1048,ISSUE,6/26/2020,7/16/2020
2020042021,CARN,Building Residential - New,CAA01R301,Single Family Residence,418709.97,3980,DONE,7/7/2020,7/16/2020
2020042025,CARN,Building Residential - New,CAA01R301,Single Family Residence,426081.6,4227,DONE,7/7/2020,7/16/2020
2020003566,CARN,Building Residential - New,CAA01R301,Single Family Residence,208402.5,1850,ISSUE,1/16/2020,7/16/2020
2020003562,CARN,Building Residential - New,CAA01R301,Single Family Residence,208402.5,1850,DONE,1/16/2020,7/16/2020
2020014361,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",45000,0,DONE,3/5/2020,7/16/2020
2020032966,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",1050000,0,ISSUE,5/28/2020,7/16/2020
2020002902,CARN,Building Residential - New,CAA01R301,Single Family Residence,278768.72,3031,DONE,1/14/2020,7/16/2020
2020040969,CARN,Building Residential - New,CAA01R301,Single Family Residence,281651.86,2586,DONE,7/1/2020,7/16/2020
2019065842,CACN,Building Commercial - New,CAD02B016,"General Office, Professional Services",7067351.2,34770,ISSUE,10/28/2019,7/16/2020
2020043194,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,25000,0,ISSUE,7/13/2020,7/16/2020
2020035177,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,22000,0,ISSUE,6/8/2020,7/16/2020
2020035025,CARR,Building Residential - Rehab,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",90970,0,ISSUE,6/5/2020,7/16/2020
2020033976,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,3000,0,DONE,6/2/2020,7/16/2020
2020041026,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,80000,0,ISSUE,7/1/2020,7/16/2020
2020040896,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,118744.7,0,DONE,7/1/2020,7/16/2020
2020029134,CARR,Building Residential - Rehab,CAA14U009,"Accessory Structure, Garage",24000,0,ISSUE,5/8/2020,7/16/2020
2020035968,CARN,Building Residential - New,CAA01R301,Single Family Residence,465565.87,4388,ISSUE,6/10/2020,7/16/2020
2020031154,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,180000,0,DONE,5/19/2020,7/17/2020
2020038879,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",11000,0,ISSUE,6/23/2020,7/17/2020
2020042131,CARA,Building Residential - Addition,CAA14U009,"Accessory Structure, Garage",6000,0,ISSUE,7/8/2020,7/17/2020
2020042663,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,1,0,ISSUE,7/10/2020,7/17/2020
2020042229,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,80000,0,ISSUE,7/8/2020,7/17/2020
2020031467,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",164000,0,ISSUE,5/20/2020,7/17/2020
2020042742,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,5000,0,ISSUE,7/10/2020,7/17/2020
2020025840,CACP,Building Commercial - Change Contractor,CAF20M001,"Retail, Department / Retail Stores",12500,0,ISSUE,4/23/2020,7/17/2020
2020025825,CACP,Building Commercial - Change Contractor,CAF20M001,"Retail, Department / Retail Stores",12500,0,ISSUE,4/23/2020,7/17/2020
2020039370,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",7051689.7,68333,ISSUE,6/25/2020,7/17/2020
2020039417,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",3163401.7,30780,ISSUE,6/25/2020,7/17/2020
2020039439,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",34534.5,715,ISSUE,6/25/2020,7/17/2020
2020033264,CARN,Building Residential - New,CAA01R301,Single Family Residence,305039.84,2516,DONE,5/28/2020,7/17/2020
2020023268,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",334540,0,ISSUE,4/13/2020,7/17/2020
2020038949,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",279089.86,2986,DONE,6/24/2020,7/17/2020
2020038266,CACN,Building Commercial - New,CAH01S001,"Building Contractor Supply, Storage S-1",4000,0,ISSUE,6/22/2020,7/17/2020
2020037690,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,110000,0,ISSUE,6/17/2020,7/17/2020
2020040941,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,26420.1,547,ISSUE,7/1/2020,7/17/2020
2020027591,CARN,Building Residential - New,CAA01R301,Single Family Residence,389725.98,3320,ISSUE,5/1/2020,7/17/2020
2020027583,CARN,Building Residential - New,CAA01R301,Single Family Residence,377359.5,3196,ISSUE,5/1/2020,7/17/2020
2020042240,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,98689.36,814,DONE,7/8/2020,7/17/2020
2020040662,CARN,Building Residential - New,CAA01R301,Single Family Residence,304118.5,2657,DONE,6/30/2020,7/17/2020
2020040947,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",18354,380,DONE,7/1/2020,7/17/2020
2020040685,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,137532.64,1736,DONE,6/30/2020,7/17/2020
2020040591,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",75000,0,DONE,6/30/2020,7/17/2020
2020036189,CACR,Building Commercial - Rehab,CAC02B009,"College / University, Educational > 12Th",75000,0,DONE,6/11/2020,7/17/2020
2020033587,CACT,Building Commercial - Tenant Finish Out,CAF18B012,"Personal Care Svcs, Hair/ Nail Salon",69864,1136,ISSUE,6/1/2020,7/17/2020
2020043807,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,20000,0,ISSUE,7/15/2020,7/17/2020
2020038652,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,39370,270,ISSUE,6/23/2020,7/17/2020
2020031235,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,3000,0,ISSUE,5/19/2020,7/17/2020
2020043309,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,100000,0,ISSUE,7/14/2020,7/18/2020
2020034904,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",350000,0,ISSUE,6/5/2020,7/20/2020
2020033056,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,58800,1800,ISSUE,5/28/2020,7/20/2020
2020033415,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,86000,0,ISSUE,5/29/2020,7/20/2020
2020042272,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,55006.98,1426,ISSUE,7/8/2020,7/20/2020
2020032774,CARS,Building Residential New Storm Damage,CAA01R301,Single Family Residence,252230,2230,DONE,5/27/2020,7/20/2020
2019074510,CARN,Building Residential - New,CAA01R301,Single Family Residence,164761.28,1590,DONE,12/5/2019,7/20/2020
2020023515,CARN,Building Residential - New,CAA01R301,Single Family Residence,296838.08,2541,ISSUE,4/14/2020,7/20/2020
2020023511,CARN,Building Residential - New,CAA01R301,Single Family Residence,343678.72,3245,ISSUE,4/14/2020,7/20/2020
2020039892,CARN,Building Residential - New,CAA01R301,Single Family Residence,175000,0,DONE,6/26/2020,7/20/2020
2020040722,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,66266,1266,ISSUE,6/30/2020,7/20/2020
2020029774,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",25502.4,528,ISSUE,5/12/2020,7/20/2020
2020038870,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",9273.6,192,ISSUE,6/23/2020,7/20/2020
2020036945,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",9273.6,192,ISSUE,6/15/2020,7/20/2020
2020021002,CACR,Building Commercial - Rehab,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",0,0,DONE,4/1/2020,7/20/2020
2020021002,CACR,Building Commercial - Rehab,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",0,0,DONE,4/1/2020,7/20/2020
2020038006,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",36372,600,ISSUE,6/19/2020,7/20/2020
2020037494,CARS,Building Residential New Storm Damage,CAA01R301,Single Family Residence,255452.68,2321,ISSUE,6/17/2020,7/20/2020
2019063637,CACR,Building Commercial - Rehab,CAH11H000,"Manufacturing, Med Hazardous (H1-H5)",250000,0,ISSUE,10/18/2019,7/20/2020
2020009259,CARN,Building Residential - New,CAA01R301,Single Family Residence,239944.5,2130,ISSUE,2/11/2020,7/21/2020
2020013523,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),188000,0,DONE,3/2/2020,7/21/2020
2020039083,CARN,Building Residential - New,CAA01R301,Single Family Residence,297203.62,2712,DONE,6/24/2020,7/21/2020
2020039086,CARN,Building Residential - New,CAA01R301,Single Family Residence,282522.8,2658,DONE,6/24/2020,7/21/2020
2020039091,CARN,Building Residential - New,CAA01R301,Single Family Residence,297203.62,2712,DONE,6/24/2020,7/21/2020
2020039008,CARN,Building Residential - New,CAA01R301,Single Family Residence,297203.62,2712,DONE,6/24/2020,7/21/2020
2020039030,CARN,Building Residential - New,CAA01R301,Single Family Residence,282522.8,2658,DONE,6/24/2020,7/21/2020
2020039044,CARN,Building Residential - New,CAA01R301,Single Family Residence,296428.86,2674,DONE,6/24/2020,7/21/2020
2020039054,CARN,Building Residential - New,CAA01R301,Single Family Residence,282522.8,2658,DONE,6/24/2020,7/21/2020
2020039058,CARN,Building Residential - New,CAA01R301,Single Family Residence,296428.86,2674,DONE,6/24/2020,7/21/2020
2020039061,CARN,Building Residential - New,CAA01R301,Single Family Residence,335438.6,3060,DONE,6/24/2020,7/21/2020
2020039067,CARN,Building Residential - New,CAA01R301,Single Family Residence,190401.54,1826,DONE,6/24/2020,7/21/2020
2019065852,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",472520,0,ISSUE,10/28/2019,7/21/2020
2020038440,CARN,Building Residential - New,CAA01R301,Single Family Residence,298809.98,2831,DONE,6/22/2020,7/21/2020
2020038438,CARN,Building Residential - New,CAA01R301,Single Family Residence,261948.96,2465,DONE,6/22/2020,7/21/2020
2020038437,CARN,Building Residential - New,CAA01R301,Single Family Residence,309774.08,3058,DONE,6/22/2020,7/21/2020
2020038351,CARN,Building Residential - New,CAA01R301,Single Family Residence,287320.04,2874,DONE,6/22/2020,7/21/2020
2020038348,CARN,Building Residential - New,CAA01R301,Single Family Residence,193086.74,1965,DONE,6/22/2020,7/21/2020
2020038433,CARN,Building Residential - New,CAA01R301,Single Family Residence,298809.98,2831,DONE,6/22/2020,7/21/2020
2020038347,CARN,Building Residential - New,CAA01R301,Single Family Residence,278964.14,2701,DONE,6/22/2020,7/21/2020
2020041543,CARN,Building Residential - New,CAA01R301,Single Family Residence,291298.14,2828,DONE,7/6/2020,7/21/2020
2020038344,CARN,Building Residential - New,CAA01R301,Single Family Residence,278964.14,2701,DONE,6/22/2020,7/21/2020
2020038343,CARN,Building Residential - New,CAA01R301,Single Family Residence,193086.74,1965,DONE,6/22/2020,7/21/2020
2020038339,CARN,Building Residential - New,CAA01R301,Single Family Residence,288237.74,2893,DONE,6/22/2020,7/21/2020
2020038314,CARN,Building Residential - New,CAA01R301,Single Family Residence,261948.96,2465,ISSUE,6/22/2020,7/21/2020
2020041538,CARN,Building Residential - New,CAA01R301,Single Family Residence,265534.08,2580,DONE,7/6/2020,7/21/2020
2020038310,CARN,Building Residential - New,CAA01R301,Single Family Residence,261948.96,2465,DONE,6/22/2020,7/21/2020
2020034626,CACL,Building Commercial Rehab Storm Damage,CAF20M001,"Retail, Department / Retail Stores",85000,0,DONE,6/4/2020,7/21/2020
2020038307,CARN,Building Residential - New,CAA01R301,Single Family Residence,298809.98,2831,DONE,6/22/2020,7/21/2020
2020041532,CARN,Building Residential - New,CAA01R301,Single Family Residence,277824.68,2691,DONE,7/6/2020,7/21/2020
2020041541,CARN,Building Residential - New,CAA01R301,Single Family Residence,262237.78,2474,DONE,7/6/2020,7/21/2020
2020043943,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,12171.6,252,ISSUE,7/16/2020,7/21/2020
2020037655,CARN,Building Residential - New,CAA01R301,Single Family Residence,61468.68,507,ISSUE,6/17/2020,7/21/2020
2020044563,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",6000,0,ISSUE,7/20/2020,7/21/2020
2020040869,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,85000,0,DONE,7/1/2020,7/21/2020
2019075314,CARN,Building Residential - New,CAA01R301,Single Family Residence,539649.28,5250,DONE,12/10/2019,7/21/2020
2019075310,CARN,Building Residential - New,CAA01R301,Single Family Residence,539649.28,5250,ISSUE,12/10/2019,7/21/2020
2020043700,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,3000,0,ISSUE,7/15/2020,7/21/2020
2020044672,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,30000,0,ISSUE,7/20/2020,7/21/2020
2020040413,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,10000,0,DONE,6/30/2020,7/21/2020
2020042839,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,7728,160,DONE,7/10/2020,7/21/2020
2020039599,CARN,Building Residential - New,CAA01R301,Single Family Residence,316844,0,DONE,6/25/2020,7/21/2020
2020038950,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",240795.52,2542,DONE,6/24/2020,7/21/2020
2020038954,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",291816.42,3251,DONE,6/24/2020,7/21/2020
2020038956,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",240795.52,2542,DONE,6/24/2020,7/21/2020
2020038958,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",301903.98,2812,ISSUE,6/24/2020,7/21/2020
2020034307,CARN,Building Residential - New,CAA01R301,Single Family Residence,293826.07,2937,ISSUE,6/3/2020,7/21/2020
2020035279,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,90000,0,DONE,6/8/2020,7/21/2020
2020040601,CARN,Building Residential - New,CAA01R301,Single Family Residence,311841.04,3057,DONE,6/30/2020,7/21/2020
2020044782,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,75000,0,ISSUE,7/20/2020,7/21/2020
2020038191,CARN,Building Residential - New,CAA01R301,Single Family Residence,333913.3,3070,ISSUE,6/19/2020,7/22/2020
2020044420,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,86240,0,ISSUE,7/17/2020,7/22/2020
2019076847,CACR,Building Commercial - Rehab,CAB10A305,"Religious Institution, Worship Space",1300000,0,DONE,12/17/2019,7/22/2020
2020039637,CARN,Building Residential - New,CAA01R301,Single Family Residence,300000,0,DONE,6/25/2020,7/22/2020
2020039633,CARN,Building Residential - New,CAA01R301,Single Family Residence,300000,0,DONE,6/25/2020,7/22/2020
2020041669,CARN,Building Residential - New,CAA01R301,Single Family Residence,289935.38,3055,DONE,7/6/2020,7/22/2020
2019070092,CARN,Building Residential - New,CAA01R301,Single Family Residence,401039.48,3932,ISSUE,11/14/2019,7/22/2020
2019070096,CARN,Building Residential - New,CAA01R301,Single Family Residence,415233.38,4058,ISSUE,11/14/2019,7/22/2020
2020024503,CARN,Building Residential - New,CAA01R301,Single Family Residence,445860.1,3782,DONE,4/17/2020,7/22/2020
2020025543,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",25278.54,417,DONE,4/22/2020,7/22/2020
2020043985,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",7000,0,DONE,7/16/2020,7/22/2020
2020035798,CARN,Building Residential - New,CAA01R301,Single Family Residence,222475.4,1835,DONE,6/10/2020,7/22/2020
2020042656,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,55649.16,459,ISSUE,7/10/2020,7/22/2020
2020040818,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,130924.5,1125,DONE,7/1/2020,7/22/2020
2020036808,CARN,Building Residential - New,CAA01R301,Single Family Residence,197480.36,1689,DONE,6/15/2020,7/22/2020
2020037356,CARN,Building Residential - New,CAA01R301,Single Family Residence,184832.9,1554,DONE,6/17/2020,7/22/2020
2020039996,CARN,Building Residential - New,CAA02R302,Duplex,326851,3105,ISSUE,6/28/2020,7/22/2020
2020035413,CARN,Building Residential - New,CAA01R301,Single Family Residence,182325.36,1564,DONE,6/8/2020,7/22/2020
2020037348,CARN,Building Residential - New,CAA01R301,Single Family Residence,197480.36,1689,DONE,6/17/2020,7/22/2020
2020035410,CARN,Building Residential - New,CAA01R301,Single Family Residence,214305.28,1912,DONE,6/8/2020,7/22/2020
2020039994,CARN,Building Residential - New,CAA02R302,Duplex,326851,3105,ISSUE,6/28/2020,7/22/2020
2020037353,CARN,Building Residential - New,CAA01R301,Single Family Residence,197480.36,1689,DONE,6/17/2020,7/22/2020
2020040239,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",186222,3028,DONE,6/29/2020,7/22/2020
2020037359,CARN,Building Residential - New,CAA01R301,Single Family Residence,184832.9,1554,ISSUE,6/17/2020,7/22/2020
2019071840,CACA,Building Commercial - Addition,CAF06A204,"Bar Or Nightclub, Tavern And Bars",1000000,0,ISSUE,11/22/2019,7/22/2020
2020037367,CARN,Building Residential - New,CAA01R301,Single Family Residence,184832.9,1554,DONE,6/17/2020,7/22/2020
2020037371,CARN,Building Residential - New,CAA01R301,Single Family Residence,184832.9,1554,ISSUE,6/17/2020,7/22/2020
2020044193,CARN,Building Residential - New,CAA01R301,Single Family Residence,364568.68,3007,ISSUE,7/16/2020,7/22/2020
2020044199,CARN,Building Residential - New,CAA01R301,Single Family Residence,364568.68,3007,ISSUE,7/16/2020,7/22/2020
2020042754,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,132000,0,DONE,7/10/2020,7/22/2020
2020041567,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,16771,100,DONE,7/6/2020,7/22/2020
2020041914,CARN,Building Residential - New,CAA01R301,Single Family Residence,236041.96,2208,DONE,7/7/2020,7/23/2020
2020042147,CARN,Building Residential - New,CAA01R301,Single Family Residence,330563.94,3052,DONE,7/8/2020,7/23/2020
2020042136,CARN,Building Residential - New,CAA01R301,Single Family Residence,285160.96,2636,DONE,7/8/2020,7/23/2020
2020042158,CARN,Building Residential - New,CAA01R301,Single Family Residence,237411.16,2259,DONE,7/8/2020,7/23/2020
2020042154,CARN,Building Residential - New,CAA01R301,Single Family Residence,330563.94,3052,DONE,7/8/2020,7/23/2020
2020042150,CARN,Building Residential - New,CAA01R301,Single Family Residence,343398.58,3135,DONE,7/8/2020,7/23/2020
2020042057,CARN,Building Residential - New,CAA01R301,Single Family Residence,218819.02,2087,DONE,7/7/2020,7/23/2020
2020042053,CARN,Building Residential - New,CAA01R301,Single Family Residence,236041.96,2208,DONE,7/7/2020,7/23/2020
2020042017,CARN,Building Residential - New,CAA01R301,Single Family Residence,343398.58,3135,DONE,7/7/2020,7/23/2020
2020041916,CARN,Building Residential - New,CAA01R301,Single Family Residence,285160.96,2636,DONE,7/7/2020,7/23/2020
2020044355,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",13021.1,0,ISSUE,7/17/2020,7/23/2020
2020038471,CARN,Building Residential - New,CAA01R301,Single Family Residence,282154.04,3679,DONE,6/22/2020,7/23/2020
2020039195,CARN,Building Residential - New,CAA01R301,Single Family Residence,306131.14,4109,ISSUE,6/24/2020,7/23/2020
2020039211,CARN,Building Residential - New,CAA01R301,Single Family Residence,186252.64,2100,DONE,6/24/2020,7/23/2020
2020039215,CARN,Building Residential - New,CAA01R301,Single Family Residence,277817.12,3813,DONE,6/24/2020,7/23/2020
2020039290,CARN,Building Residential - New,CAA01R301,Single Family Residence,219130.38,2392,DONE,6/24/2020,7/23/2020
2020039293,CARN,Building Residential - New,CAA01R301,Single Family Residence,250882.03,2762,DONE,6/24/2020,7/23/2020
2020045088,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,95000,0,ISSUE,7/21/2020,7/23/2020
2020040966,CARN,Building Residential - New,CAA01R301,Single Family Residence,286204.73,3702,DONE,7/1/2020,7/23/2020
2020042536,CARN,Building Residential - New,CAA01R301,Single Family Residence,236928.16,2249,DONE,7/9/2020,7/23/2020
2020042705,CARN,Building Residential - New,CAA01R301,Single Family Residence,223637.12,2149,DONE,7/10/2020,7/23/2020
2020040973,CARN,Building Residential - New,CAA01R301,Single Family Residence,276319.82,3751,DONE,7/1/2020,7/23/2020
2020040977,CARN,Building Residential - New,CAA01R301,Single Family Residence,268445.59,3634,DONE,7/1/2020,7/23/2020
2020043151,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",193774.42,1795,DONE,7/13/2020,7/23/2020
2020043157,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",182004.06,1580,DONE,7/13/2020,7/23/2020
2020039419,CACN,Building Commercial - New,CAA14U009,"Accessory Structure, Garage",74478.6,1542,ISSUE,6/25/2020,7/23/2020
2020039421,CACN,Building Commercial - New,CAA14U009,"Accessory Structure, Garage",74478.6,1542,ISSUE,6/25/2020,7/23/2020
2020039444,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",26082,540,ISSUE,6/25/2020,7/23/2020
2020039377,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",7050104.8,68435,ISSUE,6/25/2020,7/23/2020
2020026554,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",100000,0,ISSUE,4/28/2020,7/23/2020
2020025878,CARN,Building Residential - New,CAA01R301,Single Family Residence,50572,572,ISSUE,4/23/2020,7/23/2020
2020035281,CACR,Building Commercial - Rehab,CAF14R102,Hotel / Motel,466428,0,DONE,6/8/2020,7/23/2020
2020042141,CARN,Building Residential - New,CAA01R301,Single Family Residence,330563.94,3052,DONE,7/8/2020,7/23/2020
2020045503,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,10000,0,ISSUE,7/23/2020,7/23/2020
2020042138,CARN,Building Residential - New,CAA01R301,Single Family Residence,236041.96,2208,DONE,7/8/2020,7/23/2020
2020025578,CARN,Building Residential - New,CAA01R301,Single Family Residence,235326.84,1941,DONE,4/22/2020,7/23/2020
2020025583,CARN,Building Residential - New,CAA01R301,Single Family Residence,235326.84,1941,DONE,4/22/2020,7/23/2020
2020045270,CARK,Building Residential - Roofing / Siding,CAA01R301,Single Family Residence,2000,0,ISSUE,7/22/2020,7/23/2020
2020044798,CARR,Building Residential - Rehab,CAA02R302,Duplex,20000,0,DONE,7/20/2020,7/23/2020
2020032076,CACR,Building Commercial - Rehab,CAA03R201,"Multifamily, Condominium 1&2 Unit Bldg",575000,0,ISSUE,5/22/2020,7/23/2020
2020032076,CACR,Building Commercial - Rehab,CAA03R201,"Multifamily, Condominium 1&2 Unit Bldg",575000,0,ISSUE,5/22/2020,7/23/2020
